"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase"
"4703","M","26-35","0","B","2","1",272033
"5202","F","55+","0","B","3","1",609009
"3834","F","55+","13","A","1","1",121960
"4288","M","18-25","4","C","1","1",501623
"5446","F","36-45","12","C","3","1",167414
"236","F","36-45","0","C","0","0",636379
"4122","M","46-50","20","B","1","1",3944076
"5169","M","26-35","14","A","3","1",1533540
"354","F","51-55","7","C","0","0",109897
"4128","M","51-55","20","B","1","1",2703154
"1753","M","0-17","19","A","2","0",1268781
"2138","M","36-45","7","C","2","0",1114570
"3873","F","26-35","20","A","1","1",2560797
"4981","M","36-45","7","C","2","1",512174
"1200","F","18-25","4","C","1","0",546303
"3582","F","51-55","0","C","0","1",134217
"1483","F","18-25","14","C","1","0",217805
"2856","M","18-25","18","C","3","0",102594
"1153","M","46-50","1","C","1","0",213625
"1636","F","0-17","0","A","2","0",152034
"5486","M","26-35","16","C","3","1",1353778
"2191","M","18-25","12","C","2","0",360020
"2622","F","36-45","1","C","3","0",94601
"3073","M","36-45","7","B","4+","0",2232062
"4179","M","55+","0","C","1","1",168764
"3263","M","26-35","4","C","4+","0",233435
"4411","M","55+","7","C","1","1",420686
"1820","F","18-25","4","B","2","0",90863
"4323","M","26-35","6","C","1","1",204263
"1283","F","36-45","6","C","1","0",192495
"2467","M","26-35","2","B","3","0",1701681
"4565","M","46-50","16","C","1","1",814748
"2537","M","36-45","12","B","3","0",1329051
"2169","F","0-17","10","C","2","0",178683
"2492","F","26-35","4","B","3","0",2401564
"3551","F","36-45","17","B","0","1",212265
"4409","F","55+","7","C","1","1",176641
"1911","M","36-45","14","B","2","0",3406347
"5330","M","26-35","1","C","3","1",676500
"3414","F","26-35","20","C","4+","0",1374315
"1321","M","36-45","7","C","1","0",1102989
"846","F","26-35","6","B","1","0",718918
"2302","F","26-35","0","A","3","0",116147
"1006","M","36-45","17","B","1","0",195445
"93","F","26-35","0","B","0","0",898026
"3281","M","26-35","7","C","4+","0",352922
"2488","M","18-25","4","B","3","0",624177
"1551","M","18-25","17","C","1","0",195747
"2787","F","46-50","12","C","3","0",247608
"3179","F","55+","0","C","4+","0",424590
"64","M","26-35","11","A","0","0",1718066
"4104","M","51-55","18","B","1","1",654714
"642","M","36-45","14","A","1","0",1414141
"4511","M","26-35","14","C","1","1",273582
"265","F","55+","1","C","0","0",788738
"499","M","36-45","1","A","1","0",280864
"5818","M","55+","13","C","4+","1",1175712
"1766","M","18-25","0","B","2","0",669657
"2022","F","26-35","2","C","2","0",163931
"3419","F","26-35","0","A","0","1",4003012
"1340","M","46-50","7","C","1","0",360927
"1642","F","26-35","0","A","2","0",639516
"3431","F","26-35","1","A","0","1",1470906
"1329","M","36-45","7","C","1","0",282879
"2813","M","26-35","16","C","3","0",679266
"1995","M","26-35","1","C","2","0",1140954
"2205","M","26-35","12","C","2","0",418755
"3546","F","36-45","14","B","0","1",374612
"2939","F","36-45","5","A","4+","0",4032859
"1014","M","0-17","19","B","1","0",881709
"3966","M","18-25","4","B","1","1",257786
"2577","M","36-45","17","B","3","0",138199
"1331","M","36-45","7","C","1","0",172136
"4031","M","26-35","12","B","1","1",113722
"1899","F","36-45","12","B","2","0",606748
"4293","F","26-35","4","C","1","1",218185
"5425","F","26-35","9","C","3","1",151265
"4519","M","36-45","14","C","1","1",237988
"4820","M","51-55","14","B","2","1",922239
"1110","M","46-50","0","C","1","0",841484
"3550","M","26-35","17","B","0","1",943127
"5083","M","36-45","17","C","2","1",355255
"4466","M","46-50","12","C","1","1",561577
"844","M","46-50","5","B","1","0",622018
"1565","M","26-35","17","C","1","0",308326
"5558","M","46-50","7","A","4+","1",5150348
"1639","F","18-25","0","A","2","0",154463
"2857","M","26-35","18","C","3","0",397965
"4265","M","51-55","3","C","1","1",1647463
"4484","F","55+","13","C","1","1",265447
"2327","M","18-25","2","A","3","0",868663
"4987","M","36-45","7","C","2","1",84162
"1912","M","55+","14","B","2","0",297113
"1750","F","36-45","17","A","2","0",786554
"2329","M","26-35","2","A","3","0",1109470
"2879","M","18-25","0","A","4+","0",91359
"623","M","26-35","12","A","1","0",253657
"4332","F","46-50","6","C","1","1",226041
"4781","M","51-55","7","B","2","1",365461
"3214","F","36-45","2","C","4+","0",126186
"4403","M","51-55","7","C","1","1",194587
"4357","M","26-35","7","C","1","1",262319
"2264","M","26-35","17","C","2","0",434767
"1556","F","26-35","17","C","1","0",1324514
"328","F","26-35","6","C","0","0",537708
"1127","F","26-35","1","C","1","0",743886
"3629","M","36-45","5","C","0","1",673695
"3619","F","18-25","4","C","0","1",116340
"2518","M","36-45","7","B","3","0",414074
"1987","M","51-55","0","C","2","0",767029
"3648","M","36-45","7","C","0","1",258337
"466","M","36-45","20","C","0","0",167737
"767","M","36-45","3","B","1","0",3383842
"1109","M","46-50","0","C","1","0",563598
"1659","M","26-35","1","A","2","0",2290601
"5058","M","26-35","16","C","2","1",250394
"4120","M","36-45","20","B","1","1",4590556
"4344","M","51-55","6","C","1","1",196781
"2900","M","55+","1","A","4+","0",287462
"5831","M","36-45","14","C","4+","1",308654
"5643","M","55+","13","B","4+","1",100954
"304","M","18-25","4","C","0","0",1023547
"5197","M","36-45","0","B","3","1",132426
"5764","M","26-35","7","C","4+","1",570693
"1114","M","55+","0","C","1","0",464751
"2780","M","26-35","12","C","3","0",645579
"1544","M","0-17","17","C","1","0",108492
"1789","M","26-35","1","B","2","0",2114634
"3167","M","26-35","0","C","4+","0",407838
"4205","M","46-50","1","C","1","1",202339
"4470","M","51-55","12","C","1","1",258577
"1246","F","26-35","4","C","1","0",145705
"2901","M","55+","1","A","4+","0",387876
"3078","M","0-17","10","B","4+","0",1121150
"3709","M","46-50","17","C","0","1",622352
"4797","M","26-35","12","B","2","1",670470
"2790","M","55+","13","C","3","0",717673
"1989","M","0-17","1","C","2","0",294018
"4645","F","26-35","1","A","2","1",500510
"60","M","0-17","10","A","0","0",1523262
"5660","F","51-55","16","B","4+","1",92222
"74","M","55+","14","A","0","0",3482202
"2579","F","18-25","19","B","3","0",1964563
"5719","M","46-50","1","C","4+","1",850415
"1704","M","26-35","4","A","2","0",729990
"1980","M","36-45","0","C","2","0",396916
"126","F","18-25","4","B","0","0",281648
"2207","F","36-45","12","C","2","0",496398
"73","M","26-35","14","A","0","0",6565878
"5365","F","18-25","4","C","3","1",164935
"4988","M","36-45","7","C","2","1",197748
"985","F","36-45","16","B","1","0",1646675
"2497","F","18-25","5","B","3","0",73112
"2431","M","26-35","0","B","3","0",227488
"1319","M","36-45","7","C","1","0",341368
"3385","M","36-45","17","C","4+","0",1301582
"1354","F","26-35","9","C","1","0",248370
"4962","F","26-35","7","C","2","1",526746
"2667","M","18-25","4","C","3","0",389082
"5360","F","36-45","3","C","3","1",1018397
"1533","M","36-45","16","C","1","0",782017
"1194","F","18-25","4","C","1","0",510436
"501","M","36-45","1","A","1","0",2684892
"4058","M","36-45","14","B","1","1",2163266
"3046","M","18-25","4","B","4+","0",828303
"1384","M","0-17","10","C","1","0",703571
"2136","M","36-45","7","C","2","0",1563738
"3929","M","51-55","1","B","1","1",144759
"3287","M","26-35","7","C","4+","0",1085101
"784","M","18-25","4","B","1","0",1824863
"1689","M","18-25","4","A","2","0",3476443
"1072","M","26-35","0","C","1","0",936796
"2836","M","26-35","17","C","3","0",421778
"699","F","26-35","0","B","1","0",2265435
"4803","F","51-55","12","B","2","1",454609
"3457","M","26-35","12","A","0","1",749393
"5520","F","36-45","20","C","3","1",1076328
"4747","F","26-35","4","B","2","1",99728
"1923","M","46-50","16","B","2","0",1782907
"3092","M","26-35","12","B","4+","0",2368887
"4560","F","46-50","16","C","1","1",271274
"533","M","18-25","4","A","1","0",207966
"5269","M","36-45","14","B","3","1",549700
"1062","F","26-35","0","C","1","0",457657
"4487","F","55+","13","C","1","1",145089
"4213","M","51-55","1","C","1","1",281635
"2064","M","18-25","4","C","2","0",464767
"4173","F","55+","0","C","1","1",64587
"4488","M","55+","13","C","1","1",184574
"367","M","0-17","10","C","0","0",239879
"1466","F","55+","13","C","1","0",677390
"228","M","26-35","0","C","0","0",320183
"3837","M","18-25","14","A","1","1",496764
"918","M","18-25","10","B","1","0",906843
"3812","M","51-55","7","A","1","1",593667
"3719","M","36-45","20","C","0","1",851581
"1620","F","26-35","20","C","1","0",133232
"4230","F","26-35","2","C","1","1",373263
"4889","M","36-45","1","C","2","1",162477
"1514","F","46-50","15","C","1","0",364470
"1132","M","26-35","1","C","1","0",545275
"430","M","26-35","17","C","0","0",430076
"1176","M","18-25","3","C","1","0",642655
"259","M","36-45","1","C","0","0",204520
"769","M","0-17","4","B","1","0",536328
"1023","M","26-35","20","B","1","0",324747
"1525","M","26-35","16","C","1","0",835910
"1247","F","26-35","4","C","1","0",368045
"2448","M","26-35","1","B","3","0",1785402
"5756","F","51-55","6","C","4+","1",335538
"3600","M","46-50","1","C","0","1",962099
"4133","F","26-35","0","C","1","1",801838
"210","M","26-35","20","B","0","0",1005624
"1380","F","0-17","10","C","1","0",453717
"53","M","26-35","7","A","0","0",501596
"3715","M","55+","17","C","0","1",210003
"2951","M","26-35","11","A","4+","0",209334
"1598","M","51-55","17","C","1","0",1302515
"1827","M","18-25","4","B","2","0",2766413
"3668","M","51-55","11","C","0","1",280649
"1408","M","18-25","10","C","1","0",137837
"503","M","36-45","1","A","1","0",140672
"4637","F","46-50","20","C","1","1",998188
"2088","M","26-35","4","C","2","0",1133477
"4374","M","36-45","7","C","1","1",425073
"4069","M","36-45","15","B","1","1",1118952
"700","F","26-35","0","B","1","0",961140
"1077","M","26-35","0","C","1","0",129382
"2263","M","26-35","17","C","2","0",999760
"1290","M","18-25","7","C","1","0",1578514
"375","M","0-17","10","C","0","0",619679
"4849","F","46-50","20","B","2","1",657016
"3587","F","55+","0","C","0","1",468260
"1378","F","0-17","10","C","1","0",126415
"1883","M","0-17","10","B","2","0",2182472
"307","M","18-25","4","C","0","0",617980
"3422","M","26-35","0","A","0","1",4997527
"1591","M","36-45","17","C","1","0",796459
"432","M","26-35","17","C","0","0",796167
"510","M","26-35","2","A","1","0",729101
"2596","M","26-35","0","C","3","0",189840
"1849","M","26-35","4","B","2","0",844735
"5136","M","55+","1","A","3","1",1517630
"5708","M","26-35","1","C","4+","1",450808
"2215","M","55+","13","C","2","0",178246
"5874","M","46-50","17","C","4+","1",1181843
"824","M","26-35","4","B","1","0",1526212
"5604","M","18-25","4","B","4+","1",499212
"3793","M","26-35","4","A","1","1",850326
"2623","F","36-45","1","C","3","0",88893
"4793","M","26-35","12","B","2","1",149115
"2816","F","46-50","16","C","3","0",196859
"4148","M","26-35","0","C","1","1",669839
"2889","M","26-35","0","A","4+","0",545142
"2056","M","18-25","4","C","2","0",97980
"3595","M","36-45","1","C","0","1",273901
"5723","M","55+","1","C","4+","1",151520
"2333","F","26-35","3","A","3","0",3917492
"991","M","26-35","17","B","1","0",207005
"4434","M","26-35","11","C","1","1",1447466
"2354","M","26-35","4","A","3","0",5166938
"5834","M","36-45","14","C","4+","1",622521
"5597","M","55+","1","B","4+","1",3709975
"882","M","36-45","7","B","1","0",2185977
"5788","M","26-35","8","C","4+","1",259539
"1305","M","26-35","7","C","1","0",378037
"5811","M","51-55","12","C","4+","1",412733
"4228","F","26-35","2","C","1","1",835463
"2709","M","18-25","7","C","3","0",153508
"1891","M","36-45","11","B","2","0",263206
"2962","M","26-35","14","A","4+","0",174829
"5014","M","18-25","12","C","2","1",1889415
"4806","F","55+","13","B","2","1",280113
"3293","M","36-45","7","C","4+","0",948118
"284","F","18-25","4","C","0","0",129684
"5870","M","36-45","17","C","4+","1",267533
"1348","M","51-55","7","C","1","0",303968
"703","M","26-35","0","B","1","0",244500
"3141","M","0-17","0","C","4+","0",137864
"255","M","26-35","1","C","0","0",986243
"5216","M","26-35","2","B","3","1",181249
"1628","M","26-35","20","C","1","0",379289
"2109","M","36-45","6","C","2","0",193237
"542","M","18-25","4","A","1","0",244659
"2531","F","36-45","11","B","3","0",365537
"2218","M","18-25","14","C","2","0",168648
"2358","F","26-35","7","A","3","0",1569381
"1051","M","18-25","0","C","1","0",2001630
"2348","M","18-25","4","A","3","0",3184783
"3252","M","18-25","4","C","4+","0",219359
"5261","M","26-35","12","B","3","1",137121
"1607","M","18-25","19","C","1","0",1134282
"1602","M","18-25","18","C","1","0",163086
"793","M","18-25","4","B","1","0",2820361
"5311","F","26-35","0","C","3","1",176311
"5030","M","55+","13","C","2","1",189305
"1561","M","26-35","17","C","1","0",152341
"3791","M","26-35","4","A","1","1",364660
"912","M","0-17","10","B","1","0",1408983
"142","M","26-35","4","B","0","0",1282331
"5743","F","26-35","4","C","4+","1",141641
"1720","F","55+","7","A","2","0",183513
"5174","F","46-50","16","A","3","1",407174
"2075","M","18-25","4","C","2","0",301775
"5816","M","51-55","13","C","4+","1",248247
"3355","M","26-35","14","C","4+","0",864135
"665","M","36-45","17","A","1","0",6817493
"2505","M","36-45","6","B","3","0",189018
"3644","M","26-35","7","C","0","1",1313664
"2381","M","26-35","12","A","3","0",620511
"5121","M","55+","20","C","2","1",452678
"1147","M","36-45","1","C","1","0",206999
"4240","M","55+","2","C","1","1",303059
"838","M","26-35","5","B","1","0",969914
"5096","M","51-55","17","C","2","1",171439
"2676","M","18-25","4","C","3","0",1700694
"1020","M","18-25","20","B","1","0",2466255
"2077","M","18-25","4","C","2","0",517478
"3961","F","18-25","4","B","1","1",650792
"5006","F","46-50","9","C","2","1",286511
"5688","M","26-35","0","C","4+","1",82819
"1028","M","26-35","20","B","1","0",603315
"3319","M","0-17","10","C","4+","0",1278448
"3427","F","46-50","0","A","0","1",333466
"1358","F","26-35","9","C","1","0",201080
"971","M","36-45","14","B","1","0",2121452
"5695","F","46-50","0","C","4+","1",445602
"144","M","26-35","5","B","0","0",179499
"1841","F","26-35","4","B","2","0",841337
"2152","F","55+","7","C","2","0",162307
"5133","M","36-45","1","A","3","1",559979
"277","F","18-25","3","C","0","0",600524
"1677","F","18-25","4","A","2","0",346484
"1828","M","18-25","4","B","2","0",2439162
"1444","M","26-35","12","C","1","0",114977
"3045","M","18-25","4","B","4+","0",1523051
"4057","M","36-45","14","B","1","1",320982
"686","M","18-25","0","B","1","0",1272993
"2203","M","26-35","12","C","2","0",362756
"474","F","26-35","0","A","1","0",2436019
"4534","M","55+","14","C","1","1",373702
"330","M","26-35","6","C","0","0",530899
"3087","M","51-55","11","B","4+","0",345992
"3833","M","51-55","13","A","1","1",196212
"5807","M","36-45","12","C","4+","1",904988
"3148","F","18-25","0","C","4+","0",1006015
"674","M","26-35","20","A","1","0",982106
"218","F","0-17","0","C","0","0",345116
"4570","F","51-55","16","C","1","1",939058
"5122","M","55+","20","C","2","1",134986
"49","M","26-35","7","A","0","0",2483218
"1003","M","36-45","17","B","1","0",378344
"1612","M","26-35","19","C","1","0",1681653
"1159","M","51-55","1","C","1","0",1066304
"3021","M","26-35","3","B","4+","0",2208222
"4658","M","18-25","4","A","2","1",1034982
"2532","M","36-45","11","B","3","0",654919
"1731","M","26-35","12","A","2","0",672779
"2995","M","26-35","0","B","4+","0",3560067
"4283","M","18-25","4","C","1","1",112937
"3133","M","26-35","20","B","4+","0",176380
"5772","M","36-45","7","C","4+","1",191517
"3990","M","46-50","6","B","1","1",2169125
"5510","M","55+","17","C","3","1",242841
"327","F","26-35","6","C","0","0",235781
"2830","M","26-35","17","C","3","0",597000
"1429","M","26-35","12","C","1","0",187350
"1693","M","18-25","4","A","2","0",752844
"3161","M","26-35","0","C","4+","0",449466
"1446","M","36-45","12","C","1","0",598944
"2973","M","26-35","17","A","4+","0",446597
"3766","M","26-35","2","A","1","1",319679
"826","M","26-35","4","B","1","0",1320483
"2040","F","18-25","4","C","2","0",285768
"1278","M","26-35","6","C","1","0",840684
"917","M","18-25","10","B","1","0",842700
"5164","M","26-35","12","A","3","1",147476
"97","M","26-35","0","B","0","0",876400
"4716","F","26-35","1","B","2","1",271059
"1839","M","18-25","4","B","2","0",449164
"2544","M","18-25","14","B","3","0",4315927
"1284","M","36-45","6","C","1","0",1203184
"5603","F","18-25","4","B","4+","1",171549
"276","F","18-25","3","C","0","0",669674
"962","F","26-35","14","B","1","0",2410549
"4815","M","26-35","14","B","2","1",383373
"3720","F","51-55","20","C","0","1",230895
"2513","M","26-35","7","B","3","0",194786
"5441","M","26-35","12","C","3","1",215370
"1724","F","0-17","10","A","2","0",165869
"5717","M","46-50","1","C","4+","1",287481
"2512","M","26-35","7","B","3","0",542807
"4474","F","55+","12","C","1","1",1206462
"3849","M","51-55","15","A","1","1",45551
"3912","M","26-35","1","B","1","1",258390
"4775","F","46-50","7","B","2","1",145780
"5778","M","46-50","7","C","4+","1",741616
"4800","M","36-45","12","B","2","1",903375
"416","F","26-35","15","C","0","0",182662
"2310","M","36-45","0","A","3","0",995545
"4677","M","46-50","12","A","2","1",226557
"30","M","18-25","4","A","0","0",60660
"9","F","36-45","0","A","0","0",1882898
"3402","F","51-55","18","C","4+","0",339466
"1695","M","18-25","4","A","2","0",1158914
"3784","F","26-35","4","A","1","1",6186498
"1791","F","36-45","1","B","2","0",316439
"682","M","0-17","0","B","1","0",432347
"567","F","26-35","7","A","1","0",256083
"1957","M","18-25","0","C","2","0",1922679
"1361","F","36-45","9","C","1","0",290628
"1224","M","18-25","4","C","1","0",928158
"4937","M","26-35","4","C","2","1",1970968
"2906","F","51-55","2","A","4+","0",335260
"4633","F","36-45","20","C","1","1",279288
"3432","F","26-35","1","A","0","1",330227
"2373","M","0-17","10","A","3","0",1457938
"5813","M","51-55","13","C","4+","1",951423
"3067","M","26-35","7","B","4+","0",851922
"1012","M","36-45","18","B","1","0",2676921
"5572","M","55+","17","A","4+","1",5961987
"386","M","18-25","12","C","0","0",335859
"176","M","36-45","12","B","0","0",1193530
"5150","F","26-35","4","A","3","1",825473
"3","M","18-25","0","A","0","0",2580955
"733","F","36-45","1","B","1","0",1192738
"3601","M","46-50","1","C","0","1",940193
"1365","F","36-45","9","C","1","0",87890
"3305","F","26-35","9","C","4+","0",181565
"2991","F","26-35","0","B","4+","0",355662
"2632","M","55+","1","C","3","0",261325
"1442","M","26-35","12","C","1","0",1128195
"771","F","18-25","4","B","1","0",270433
"4456","M","26-35","12","C","1","1",154708
"5157","F","26-35","7","A","3","1",720850
"2573","M","26-35","17","B","3","0",4752647
"5740","M","18-25","4","C","4+","1",152450
"5711","M","36-45","1","C","4+","1",534856
"12","M","26-35","1","A","0","0",201529
"2304","F","26-35","0","A","3","0",97615
"4130","F","18-25","0","C","1","1",553168
"1919","M","26-35","16","B","2","0",937510
"928","M","18-25","12","B","1","0",218908
"4847","M","26-35","20","B","2","1",893737
"3915","M","26-35","1","B","1","1",1789582
"3381","M","26-35","17","C","4+","0",546618
"5500","M","26-35","17","C","3","1",514376
"4235","F","51-55","2","C","1","1",508060
"2558","M","26-35","15","B","3","0",639799
"448","M","46-50","17","C","0","0",227405
"2418","F","18-25","0","B","3","0",162002
"4787","F","26-35","11","B","2","1",590876
"3447","M","46-50","5","A","0","1",285218
"4177","M","55+","0","C","1","1",834277
"2188","M","26-35","11","C","2","0",1034981
"3113","M","18-25","17","B","4+","0",558677
"5080","M","26-35","17","C","2","1",496419
"2756","M","0-17","10","C","3","0",664577
"3839","F","26-35","14","A","1","1",2700913
"4669","M","36-45","7","A","2","1",96868
"3316","M","0-17","10","C","4+","0",671146
"1451","M","36-45","12","C","1","0",460983
"3654","M","51-55","7","C","0","1",189891
"3124","M","36-45","17","B","4+","0",3460491
"4274","M","18-25","4","C","1","1",274930
"4196","F","46-50","1","C","1","1",815400
"4881","M","26-35","1","C","2","1",525839
"3783","M","18-25","4","A","1","1",344678
"5020","M","55+","12","C","2","1",237443
"898","F","36-45","9","B","1","0",1858258
"2554","M","36-45","14","B","3","0",1625520
"1428","M","26-35","12","C","1","0",354616
"4114","M","26-35","20","B","1","1",1089371
"19","F","18-25","2","A","0","0",2687881
"3761","M","26-35","2","A","1","1",721232
"2231","M","26-35","15","C","2","0",234340
"3346","F","46-50","12","C","4+","0",135056
"3673","M","36-45","12","C","0","1",601495
"1712","M","26-35","7","A","2","0",2653348
"1535","M","36-45","16","C","1","0",109808
"2843","M","36-45","17","C","3","0",215890
"5810","M","51-55","12","C","4+","1",1005321
"2321","M","36-45","1","A","3","0",684970
"4154","M","36-45","0","C","1","1",158297
"222","M","18-25","0","C","0","0",164493
"5532","M","46-50","0","A","4+","1",204989
"5294","M","51-55","17","B","3","1",985855
"4499","M","55+","13","C","1","1",347216
"3142","M","0-17","0","C","4+","0",260624
"1916","M","26-35","15","B","2","0",105351
"1060","M","18-25","0","C","1","0",317779
"1538","M","46-50","16","C","1","0",230568
"718","M","36-45","0","B","1","0",491082
"1452","F","46-50","12","C","1","0",827760
"396","M","36-45","12","C","0","0",1164036
"3579","M","46-50","0","C","0","1",152932
"185","M","26-35","15","B","0","0",346688
"4421","F","36-45","9","C","1","1",256631
"2219","M","18-25","14","C","2","0",377578
"1679","F","18-25","4","A","2","0",130376
"1101","M","36-45","0","C","1","0",482219
"3776","M","18-25","4","A","1","1",1530458
"4745","M","18-25","4","B","2","1",705297
"5342","F","51-55","1","C","3","1",227193
"2270","M","36-45","17","C","2","0",99659
"573","M","26-35","7","A","1","0",122442
"4758","F","26-35","6","B","2","1",574584
"5523","F","18-25","0","A","4+","1",104945
"3628","M","18-25","5","C","0","1",511154
"1248","F","26-35","4","C","1","0",252885
"1115","M","55+","0","C","1","0",157833
"878","M","36-45","7","B","1","0",917618
"2523","F","36-45","9","B","3","0",1535081
"1048","F","18-25","0","C","1","0",416358
"1763","M","0-17","0","B","2","0",489237
"5322","M","36-45","0","C","3","1",1121398
"5661","M","51-55","16","B","4+","1",3366538
"4915","M","36-45","2","C","2","1",156298
"3423","M","26-35","0","A","0","1",2166829
"3473","M","36-45","20","A","0","1",1193768
"1462","M","51-55","13","C","1","0",322470
"5662","M","51-55","16","B","4+","1",351641
"245","F","18-25","1","C","0","0",753027
"4249","M","26-35","3","C","1","1",228829
"1861","F","26-35","7","B","2","0",542201
"2416","F","0-17","0","B","3","0",571674
"418","F","46-50","15","C","0","0",166089
"5291","M","46-50","17","B","3","1",2668388
"1655","F","26-35","1","A","2","0",1269887
"1146","M","36-45","1","C","1","0",256105
"3898","F","46-50","0","B","1","1",3014776
"819","F","26-35","4","B","1","0",205006
"4532","M","51-55","14","C","1","1",541557
"3772","F","26-35","3","A","1","1",1762790
"5142","F","55+","2","A","3","1",328893
"5353","M","26-35","2","C","3","1",224186
"735","M","36-45","1","B","1","0",1098591
"2514","M","26-35","7","B","3","0",1608975
"378","M","26-35","11","C","0","0",508416
"89","M","0-17","0","B","0","0",969799
"4150","M","26-35","0","C","1","1",767192
"1256","M","26-35","4","C","1","0",133778
"5389","M","46-50","6","C","3","1",164293
"526","F","18-25","4","A","1","0",606802
"2950","M","18-25","8","A","4+","0",108323
"1599","M","51-55","17","C","1","0",533527
"3104","M","36-45","14","B","4+","0",191203
"5295","M","51-55","17","B","3","1",689555
"3700","M","55+","16","C","0","1",848365
"1600","M","51-55","17","C","1","0",414542
"339","M","26-35","7","C","0","0",657992
"459","M","18-25","19","C","0","0",1098108
"4476","M","46-50","13","C","1","1",350176
"2824","M","18-25","17","C","3","0",675153
"5448","M","36-45","12","C","3","1",322571
"625","M","26-35","12","A","1","0",535792
"360","F","0-17","10","C","0","0",630789
"5501","M","36-45","17","C","3","1",1709673
"2768","M","51-55","11","C","3","0",1127264
"119","F","51-55","2","B","0","0",258012
"2192","M","18-25","12","C","2","0",560236
"2924","M","18-25","4","A","4+","0",4303859
"5729","M","46-50","2","C","4+","1",133784
"2104","M","26-35","6","C","2","0",174478
"3962","F","18-25","4","B","1","1",1167721
"315","M","26-35","4","C","0","0",1174918
"4530","M","51-55","14","C","1","1",207131
"3832","M","51-55","12","A","1","1",1328225
"159","M","51-55","7","B","0","0",2533863
"272","M","26-35","2","C","0","0",1461912
"1851","F","18-25","5","B","2","0",97730
"3328","F","36-45","11","C","4+","0",249376
"5494","F","51-55","16","C","3","1",764909
"5134","M","46-50","1","A","3","1",805232
"3907","F","26-35","1","B","1","1",349383
"5606","M","18-25","4","B","4+","1",687337
"1227","M","18-25","4","C","1","0",317050
"4493","M","55+","13","C","1","1",323832
"635","M","26-35","14","A","1","0",700003
"4777","M","46-50","7","B","2","1",1016811
"524","F","18-25","4","A","1","0",83014
"450","M","46-50","17","C","0","0",382180
"3762","M","26-35","2","A","1","1",1181635
"2279","M","36-45","18","C","2","0",893314
"409","M","26-35","14","C","0","0",394780
"1774","M","26-35","0","B","2","0",419029
"3184","M","26-35","1","C","4+","0",635594
"3630","F","51-55","5","C","0","1",648690
"1877","F","36-45","9","B","2","0",104049
"5064","M","51-55","16","C","2","1",388777
"4741","M","18-25","4","B","2","1",3390787
"3570","F","36-45","0","C","0","1",287608
"3425","M","26-35","0","A","0","1",220365
"4818","F","36-45","14","B","2","1",296665
"3819","F","26-35","9","A","1","1",188449
"3115","M","26-35","17","B","4+","0",1125876
"1819","F","18-25","4","B","2","0",331108
"3667","M","36-45","11","C","0","1",166173
"1212","M","18-25","4","C","1","0",465002
"1004","M","36-45","17","B","1","0",560947
"2982","M","26-35","20","A","4+","0",2043390
"5186","F","18-25","0","B","3","1",510332
"3606","M","51-55","1","C","0","1",126120
"5622","M","26-35","7","B","4+","1",331467
"1708","M","26-35","5","A","2","0",1121881
"1419","F","18-25","12","C","1","0",1248334
"1977","F","36-45","0","C","2","0",385331
"5129","F","26-35","1","A","3","1",548779
"2704","F","36-45","6","C","3","0",250783
"1626","M","26-35","20","C","1","0",819161
"4025","M","26-35","11","B","1","1",358366
"4444","M","46-50","11","C","1","1",480192
"1795","F","46-50","1","B","2","0",2357711
"4684","M","36-45","14","A","2","1",326261
"1324","M","36-45","7","C","1","0",316905
"1575","M","26-35","17","C","1","0",699915
"431","M","26-35","17","C","0","0",113085
"872","F","36-45","7","B","1","0",118972
"3415","M","26-35","20","C","4+","0",167672
"5742","F","26-35","4","C","4+","1",588670
"3611","M","36-45","2","C","0","1",283304
"5308","M","18-25","0","C","3","1",629963
"4969","M","26-35","7","C","2","1",1455324
"5190","M","26-35","0","B","3","1",1891573
"233","M","26-35","0","C","0","0",364128
"1120","F","26-35","1","C","1","0",556902
"3405","M","18-25","19","C","4+","0",138367
"4324","F","36-45","6","C","1","1",308197
"5680","F","26-35","0","C","4+","1",572923
"1537","M","36-45","16","C","1","0",691903
"5244","M","51-55","7","B","3","1",541740
"5673","M","46-50","20","B","4+","1",236016
"441","M","36-45","17","C","0","0",1518498
"309","F","26-35","4","C","0","0",198767
"5477","M","18-25","15","C","3","1",365772
"4562","M","46-50","16","C","1","1",238091
"3979","F","36-45","5","B","1","1",938117
"4329","M","36-45","6","C","1","1",441411
"4678","M","46-50","12","A","2","1",1057211
"1309","M","26-35","7","C","1","0",138166
"4947","M","26-35","6","C","2","1",1288604
"2330","M","26-35","2","A","3","0",2052393
"5334","M","36-45","1","C","3","1",242504
"5110","M","26-35","20","C","2","1",1163876
"851","M","36-45","6","B","1","0",133504
"1148","F","46-50","1","C","1","0",561982
"5304","M","36-45","20","B","3","1",2440164
"1855","M","26-35","5","B","2","0",1276419
"3714","M","51-55","17","C","0","1",1105328
"3558","F","36-45","20","B","0","1",306063
"3183","M","26-35","1","C","4+","0",680952
"3374","M","26-35","17","C","4+","0",694502
"4043","M","51-55","12","B","1","1",2539410
"1611","M","26-35","19","C","1","0",1122900
"3150","M","18-25","0","C","4+","0",745235
"1593","M","36-45","17","C","1","0",572419
"3462","M","26-35","14","A","0","1",157105
"3877","M","26-35","20","A","1","1",325347
"1230","M","18-25","4","C","1","0",234547
